FACSEX,FACETHN,FACNAT,FACRANK,EMPLOYM,SALARY,YRSTEACH,YRSUT,DEGREE,SAMPLE,REMIND,NSTUD,STUDRANK,STUDSEX,GRADE,GPA,SATISFY,RELIGION,PSD,ITEM13,ITEM14,ITEM15,ITEM16,ITEM17,ITEM18,ITEM19,ITEM20,ITEM21,ITEM22,ITEM23,ITEM24,ITEM25,ITEM26,ITEM27,ITEM28,ITEM29,ITEM30,ITEM31,ITEM32,ITEM33,ITEM34,ITEM35,ITEM36,ITEM37,ITEM38,ITEM39,ITEM40,ITEM41,ITEM42,ITEM43,ITEM44,ITEM45,ITEM46,ITEM47,ITEM48,ITEM49,ITEM50,ITEM51,ITEM52,RACE,SEXISM,RACISM,RPOLICY,CASTEMAN,COMPETEN,SENSITIV,CSTATUS
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,34,18,16,PH.D.,1,1,34,2,2,B,3.49-3.0,1,PROTESTANT,3,5,5,4,4,5,4,4,4,3,4,5,3,1,1,2,3,1,3,1,1,1,3,1,3,3,1,1,3,1,2,5,3,3,3,1,5,1,3,1,1,1,1.384615385,2.375,3,3,4.6,3.8,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,11,11,PH.D.,1,2,17,5,2,B,2.99-2.50,2,CATHOLIC,1,5,5,5,5,5,5,5,4,5,4,5,4,1,5,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1.615384615,1.375,3,1,5,4.6,4.17
MALE,WHITE,USCITIZEN,FULL PROF,100,44,11,11,PH.D.,1,2,17,4,1,C,2.49-2.0,1,CATHOLIC,4,5,5,5,5,5,5,5,5,5,3,4,4,3,3,3,2,3,3,3,5,1,4,2,2,3,2,3,3,2,3,5,5,2,3,5,3,3,5,3,3,1,2.769230769,2.875,4,4.5,5,4.6,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,11,11,PH.D.,1,2,17,4,1,A,3.49-3.0,0,MUSLIM,3,5,5,5,5,5,5,5,5,5,5,5,4,1,4,1,1,5,2,4,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3.307692308,2.125,3.5,2,5,5,0
MALE,WHITE,USCITIZEN,FULL PROF,100,44,11,11,PH.D.,1,2,17,4,2,A,4.0-3.5 ,3,CATHOLIC,1,5,5,5,5,5,5,3,3,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,3,3,1,3,1,1,1,1,1,1,1.615384615,1,1,1,5,4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,11,11,PH.D.,1,2,17,4,1,A,4.0-3.5 ,3,PROTESTANT,4,4,5,4,4,4,5,5,5,4,4,4,4,1,2,2,2,4,3,5,3,4,1,2,1,5,4,2,1,3,1,2,5,5,2,2,2,2,1,2,2,4,3,2.25,2,1,4.2,4.6,5.16
MALE,WHITE,USCITIZEN,FULL PROF,100,44,11,11,PH.D.,1,2,17,3,2,B,3.49-3.0,2,CATHOLIC,3,4,5,4,5,4,5,5,3,4,4,4,4,3,2,1,2,3,2,2,3,1,1,2,3,2,2,2,2,2,3,3,2,4,2,2,4,1,2,2,2,1,2.153846154,2.125,2.5,1.5,4.4,4.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,41,14,14,PH.D.,2,1,9,5,1,B,4.0-3.5 ,1,OTHER,0,5,5,5,5,5,4,5,5,5,4,4,4,2,3,1,2,4,1,2,1,1,1,3,1,4,1,1,1,1,2,3,2,5,1,1,1,1,1,1,2,6,2.307692308,1.125,3,1,5,4.6,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,41,14,14,PH.D.,2,1,9,5,2,A,4.0-3.5 ,1,OTHER,1,4,5,5,4,4,4,5,3,4,4,5,5,2,1,1,1,1,2,1,2,2,2,2,1,4,1,1,1,2,2,2,2,5,2,5,2,2,2,2,1,1,2.307692308,1.375,1.5,2,4.4,4,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,4,1,A,4.0-3.5 ,3,OTHER,5,5,5,5,5,4,4,5,5,4,5,4,4,3,2,1,2,3,3,3,2,4,2,2,1,3,1,1,1,3,3,4,5,3,3,3,3,3,3,3,3,4,2.923076923,1.75,3,2.5,4.8,4.6,5.16
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,3,1,B,3.49-3.0,1,PROTESTANT,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,3,4,4,4,3,4,3,3,3,4,2,2,1,2,4,4,5,4,3,2,3,2,4,2,4,1,3.153846154,2.5,3,3.5,4,4,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,5,1,B,LESS THAN 2.00,1,PROTESTANT,1,5,5,5,4,2,4,4,2,3,1,3,3,1,1,2,1,5,3,4,5,1,1,1,1,1,1,1,1,3,3,5,3,2,1,3,1,1,3,5,0,6,NA,1.875,3,2,4.2,2.8,0
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,3,1,C,2.49-2.0,1,OTHER,3,2,2,2,4,3,3,4,4,3,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,2,3,3,3,2,2,2,2,2,2,2,6,2.230769231,1.875,2.5,2,2.6,3.2,0
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,4,1,A,4.0-3.5 ,1,OTHER,4,5,4,4,5,4,4,5,3,2,3,4,4,2,2,1,3,3,3,4,2,3,1,5,2,2,1,1,2,1,3,3,5,2,2,2,2,2,2,2,3,6,2.615384615,2,2.5,1.5,4.4,3.4,0
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,4,2,B,3.49-3.0,1,OTHER,4,5,4,5,5,5,4,5,4,4,5,4,4,3,3,1,3,3,1,3,1,1,3,1,1,3,1,2,1,1,3,4,3,3,1,3,3,1,3,1,1,1,2.076923077,1.25,3.5,3,4.8,4.4,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,3,1,C,3.49-3.0,1,OTHER,5,5,5,5,5,3,2,5,4,4,1,4,4,1,2,1,1,3,1,2,1,3,2,1,1,1,1,1,1,1,5,3,5,1,1,1,3,1,4,1,3,1,1.923076923,1,2.5,3,4.6,3.2,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,4,2,C,2.99-2.50,1,OTHER,4,4,4,4,4,3,2,3,4,3,4,3,3,2,2,2,2,4,3,4,3,3,2,3,2,3,2,3,1,2,2,4,3,5,3,2,3,2,1,3,3,4,2.923076923,2.25,3,1.5,3.8,3.2,5.16
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,3,1,B,3.49-3.0,1,CATHOLIC,2,4,3,4,5,4,5,5,5,4,5,4,5,1,1,1,3,4,3,2,3,1,1,5,1,1,1,1,1,1,2,4,2,1,2,1,3,2,2,1,1,1,1.769230769,1.875,2.5,1.5,4,4.8,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,4,2,A,4.0-3.5 ,1,PROTESTANT,2,4,4,4,3,4,4,5,0,5,4,4,3,0,1,1,2,1,3,2,3,1,2,3,1,3,1,2,1,3,3,4,3,3,3,2,2,1,3,3,3,1,2.230769231,1.875,2.5,2.5,3.8,NA,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,4,1,A,3.49-3.0,1,PROTESTANT,2,5,5,5,5,5,5,5,5,5,5,4,4,2,3,1,1,4,2,2,1,2,1,2,1,2,1,1,1,2,4,3,5,4,1,1,2,1,1,3,3,6,2.538461538,1.125,3,1,5,5,0
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,42,10,10,PH.D.,1,1,34,3,1,B,4.0-3.5 ,1,OTHER,3,5,5,5,5,5,4,5,5,5,3,4,4,2,3,3,1,4,3,4,2,3,2,3,3,3,3,1,2,3,3,3,4,3,3,3,3,3,3,3,4,6,3.230769231,2.5,3,2.5,5,4.4,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,D,LESS THAN 2.00,2,CATHOLIC,3,4,4,4,5,3,1,1,1,3,1,1,2,3,2,1,2,4,1,3,1,2,1,2,1,2,1,1,1,2,3,3,2,3,2,2,2,2,2,1,1,3,2.230769231,1.25,2.5,1.5,4,1.4,3.52
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,4,2,B,2.49-2.0,1,PROTESTANT,4,5,5,5,5,5,4,3,3,3,1,3,3,3,3,1,2,3,1,4,2,1,4,2,1,5,1,1,1,3,3,5,5,5,3,5,3,1,5,3,3,1,3.153846154,1.5,4,4.5,5,2.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,C,2.99-2.50,1,CATHOLIC,5,4,5,5,4,3,3,2,3,3,2,3,3,3,2,3,4,4,3,3,3,3,2,3,2,4,4,2,3,2,4,3,5,3,3,3,3,3,3,2,2,1,2.923076923,3.125,2.5,2.5,4.2,2.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,B,3.49-3.0,1,NOT RELIGIOUS,4,3,5,4,3,5,4,4,3,4,3,4,5,1,1,1,2,1,3,1,3,1,2,2,2,1,1,1,1,1,3,2,4,3,1,3,3,1,2,1,1,2,1.538461538,1.75,1.5,2,4,3.6,4.17
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,1,A,4.0-3.5 ,1,PROTESTANT,3,4,5,4,5,3,4,4,3,3,4,3,3,4,3,1,3,4,2,3,2,3,2,3,2,4,2,1,2,3,3,4,3,4,3,4,3,3,3,3,3,1,3.307692308,2.125,3.5,2.5,4.2,3.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,C,3.49-3.0,2,CATHOLIC,3,4,3,3,1,1,2,3,3,2,3,2,1,2,1,1,3,3,3,2,2,1,1,2,1,3,2,2,1,1,3,3,4,2,2,2,3,1,1,2,5,6,2.153846154,1.875,2,1,2.4,2.6,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,C,LESS THAN 2.00,2,PROTESTANT,4,5,5,5,4,4,5,4,3,3,3,3,3,2,2,1,3,4,3,3,3,3,3,4,3,4,2,2,1,3,4,3,5,5,3,5,4,3,3,3,3,1,3.538461538,2.375,2.5,3,4.6,3.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,D,3.49-3.0,0,PROTESTANT,3,4,5,4,3,4,3,4,3,4,1,4,3,3,4,2,2,3,2,3,2,3,3,3,1,3,1,2,1,3,3,5,3,3,3,3,3,3,3,3,5,1,3.230769231,1.75,4.5,3,4,3,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,B,2.49-2.0,1,CATHOLIC,5,5,5,5,5,5,4,4,4,5,5,5,5,1,2,2,5,5,3,5,5,1,5,1,1,5,3,3,5,5,5,5,5,1,1,5,5,3,5,5,5,1,3.692307692,3.125,3.5,5,5,4.4,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,C,2.49-2.0,1,CATHOLIC,4,4,5,5,4,2,3,3,3,4,3,2,2,3,2,3,3,3,3,3,3,2,1,2,1,3,2,2,1,2,2,3,4,3,2,2,3,1,2,2,3,3,2.307692308,2.25,2.5,1.5,4,3.2,3.52
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,C,2.99-2.50,1,PROTESTANT,3,4,4,3,3,3,3,3,3,2,2,2,2,2,1,2,3,2,3,3,3,1,3,1,3,3,2,2,3,1,1,3,2,2,2,1,4,1,3,1,2,1,1.538461538,2.625,2,3,3.4,2.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,B,3.49-3.0,1,PROTESTANT,2,4,4,4,4,4,3,4,4,4,4,4,3,2,2,2,3,4,3,2,3,1,3,1,2,3,3,1,2,1,3,3,3,3,2,2,3,1,3,1,2,1,2,2.5,2.5,3,4,3.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,C,2.49-2.0,1,PROTESTANT,4,5,5,3,4,3,2,2,2,4,1,3,4,3,4,1,4,3,2,3,3,3,3,4,3,5,2,3,1,3,4,5,3,4,3,4,3,2,3,3,3,1,3.461538462,2.375,4.5,3,4,2.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,C,2.99-2.50,2,OTHER,1,4,4,4,2,2,3,4,3,2,2,3,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1.384615385,NA,1,1,3.2,2.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,B,2.49-2.0,2,PROTESTANT,4,4,5,4,3,2,4,4,2,5,4,4,4,2,0,0,3,0,4,0,0,1,1,1,0,5,5,0,5,1,5,0,5,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,3.6,3.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,2,B,3.49-3.0,1,CATHOLIC,3,3,4,4,4,3,4,5,1,4,4,4,3,3,3,1,3,3,2,2,3,1,3,2,3,2,1,1,1,1,3,3,5,5,2,3,4,1,3,3,2,1,2.384615385,2,3,3,3.6,3.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,4,1,A,3.49-3.0,1,PROTESTANT,2,5,5,5,5,5,2,4,1,5,2,5,5,3,3,3,4,3,4,1,1,3,2,3,2,3,1,1,1,3,1,4,1,3,2,2,3,2,2,2,1,1,2.307692308,2.25,3.5,2,5,2.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,A,4.0-3.5 ,2,JEWISH,3,3,5,4,3,3,2,5,4,3,3,5,3,1,1,3,5,2,3,1,1,1,4,1,3,1,5,2,3,1,2,5,3,1,3,1,1,1,3,1,1,1,1.153846154,3.25,3,3.5,3.6,3.4,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,2,C,2.49-2.0,1,PROTESTANT,3,4,4,4,5,3,1,3,3,3,2,3,3,1,1,2,3,3,2,5,2,2,2,3,2,3,3,2,1,2,2,2,4,3,2,3,4,2,3,2,3,3,2.615384615,2.125,1.5,2.5,4,2.4,3.52
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,B,2.49-2.0,1,OTHER,3,4,4,3,4,3,3,3,3,4,1,3,3,1,3,2,3,3,2,4,2,3,3,2,2,2,3,2,2,3,3,3,4,3,3,3,3,3,3,3,2,1,2.846153846,2.375,3,3,3.6,2.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,C,3.49-3.0,1,PROTESTANT,0,4,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,4,2,4,2,4,4,2,4,4,4,2,1,5,5,2,5,5,2,2,2,2,2,2,2,0,3.461538462,2.375,3,3,4,4,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,B,2.99-2.50,1,OTHER,4,4,4,4,4,4,4,4,4,5,5,3,3,0,0,0,0,0,0,4,2,4,4,2,4,4,4,2,1,5,5,2,3,5,3,0,0,0,0,0,0,1,NA,NA,NA,NA,4,4.4,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,B,2.49-2.0,1,PROTESTANT,1,4,4,5,1,3,3,2,1,2,2,2,3,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,1,4.538461538,5,4.5,5,3.4,2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,B,4.0-3.5 ,1,OTHER,3,3,4,3,4,3,3,4,3,2,2,1,3,3,1,2,3,3,3,4,2,2,5,2,2,3,2,2,2,2,3,2,3,4,3,3,3,2,5,2,3,1,2.615384615,2.375,1.5,5,3.4,2.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,B,3.49-3.0,1,PROTESTANT,3,4,4,2,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,4,2,2,2,2,3,4,3,4,3,2,3,2,3,2,2,1,2.461538462,2.375,3.5,3,3.2,3,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,A,4.0-3.5 ,1,CATHOLIC,3,3,4,5,4,5,5,5,3,5,2,4,4,3,2,1,2,3,1,4,1,1,2,2,1,5,1,1,1,5,4,3,5,1,3,1,2,1,4,2,4,1,2.692307692,1.375,2.5,3,4.2,4,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,2,C,2.99-2.50,1,PROTESTANT,4,4,4,3,2,1,1,1,2,1,1,2,2,2,2,1,2,3,1,3,1,1,2,1,1,3,1,1,1,3,4,3,3,3,1,2,3,1,2,1,2,1,2.230769231,1.125,2.5,2,2.8,1.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,1,B,2.99-2.50,1,OTHER,4,5,5,5,4,4,5,4,4,4,4,4,4,2,4,2,3,4,2,4,2,4,3,3,3,4,3,3,3,3,4,2,5,3,2,3,3,2,3,3,4,6,3.461538462,2.5,3,3,4.6,4.2,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,1,C,LESS THAN 2.00,1,OTHER,2,5,5,5,5,5,5,5,4,4,3,4,4,2,4,2,4,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,4.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,1,B,4.0-3.5 ,1,PROTESTANT,4,4,5,3,2,4,3,3,3,2,2,3,2,3,2,1,3,4,3,5,3,2,2,3,2,4,3,3,2,2,3,3,5,5,3,5,4,3,3,3,3,1,3.384615385,2.5,2.5,2.5,3.6,2.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,A,2.99-2.50,1,OTHER,3,4,4,3,5,4,3,4,2,2,5,3,3,1,3,2,2,2,4,1,1,1,2,2,1,1,1,3,1,1,3,3,3,2,3,2,3,2,2,2,3,6,1.923076923,1.875,3,2,4,3.2,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,1,B,2.49-2.0,1,CATHOLIC,4,5,5,4,4,4,4,4,3,4,3,4,4,2,4,1,3,3,3,4,3,4,4,3,1,5,3,2,1,4,3,5,5,5,3,3,2,3,3,4,3,3,3.692307692,2.25,4.5,3.5,4.4,3.6,3.52
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,4,2,D,4.0-3.5 ,2,CATHOLIC,4,5,5,4,4,4,4,3,3,3,4,4,4,3,4,2,4,4,5,4,5,2,5,5,4,2,2,4,5,4,4,4,5,5,4,5,5,4,4,4,5,6,4,3.875,4,4.5,4.4,3.4,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,B,2.99-2.50,2,PROTESTANT,4,5,5,5,5,5,5,3,3,5,3,4,3,1,2,2,4,4,2,4,4,3,4,4,3,2,2,2,2,2,2,2,4,3,3,4,3,3,4,2,2,1,2.846153846,2.75,2,4,5,3.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,2,C,2.99-2.50,2,PROTESTANT,2,4,4,4,2,3,1,1,2,1,1,3,3,3,2,1,2,2,2,1,2,1,1,1,3,3,2,1,1,2,2,3,3,4,2,3,3,2,3,1,1,1,1.923076923,1.875,2.5,2,3.4,1.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,B,3.49-3.0,1,OTHER,2,4,5,4,4,3,3,3,3,2,2,3,3,3,1,2,3,1,3,1,3,1,1,1,3,4,1,1,2,1,3,3,2,5,3,3,4,1,1,1,3,1,2,2.5,2,1,4,2.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,1,B,3.49-3.0,2,PROTESTANT,2,4,5,5,5,2,4,4,3,4,2,4,4,1,2,1,1,4,1,3,2,2,1,2,1,4,1,1,1,2,3,3,5,3,1,2,3,1,1,2,3,1,2.538461538,1.125,2.5,1,4.2,3.4,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,B,3.49-3.0,1,PROTESTANT,3,5,5,4,4,3,3,2,2,4,3,5,4,2,3,2,2,3,3,3,3,3,3,3,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,3,2.625,3,3,4.2,2.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,B,2.49-2.0,1,CATHOLIC,3,5,5,5,4,5,5,5,5,5,4,4,4,1,5,0,1,5,1,0,1,5,5,1,5,5,5,1,5,5,1,1,1,1,4,4,1,5,5,0,0,3,NA,NA,3,5,4.8,4.8,3.52
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,5,1,B,3.49-3.0,0,OTHER,2,4,5,4,4,4,4,4,2,4,4,4,4,2,2,1,2,2,4,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2.692307692,2.25,2.5,2.5,4.2,3.6,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,C,4.0-3.5 ,1,PROTESTANT,3,5,5,4,2,4,2,2,3,2,1,3,4,2,2,1,1,4,1,2,1,2,5,1,2,1,1,1,1,1,2,1,5,5,1,1,4,1,5,1,1,4,1.846153846,1.125,1.5,5,4,2,5.16
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,B,3.49-3.0,1,CATHOLIC,2,5,5,5,5,5,3,3,1,5,4,4,3,1,2,1,2,3,1,1,2,1,1,2,1,3,1,1,1,1,5,3,3,3,2,1,3,3,2,1,5,1,2.384615385,1.375,2.5,1.5,5,3.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,B,4.0-3.5 ,1,OTHER,4,5,5,5,5,5,3,3,3,3,4,5,4,2,2,1,2,2,2,2,3,1,2,2,2,3,2,2,2,2,4,2,5,2,2,2,4,1,4,2,2,1,2.076923077,2,2,3,5,3.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,2,A,3.49-3.0,1,PROTESTANT,3,4,5,5,4,2,1,4,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,5,3,1,1,3,1,3,1,1,1,1.461538462,1.125,2,2,4,2.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,1,C,3.49-3.0,1,PROTESTANT,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4.076923077,5,3,5,1,1.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,1,B,3.49-3.0,2,OTHER,2,4,5,4,4,4,3,2,0,3,1,2,3,2,2,1,1,4,1,4,2,2,1,2,1,5,1,1,1,4,4,3,5,1,1,4,2,2,2,2,2,2,2.923076923,1.125,2.5,1.5,4.2,NA,4.17
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,B,2.99-2.50,5,NOT RELIGIOUS,4,4,5,4,2,4,3,3,3,4,1,3,2,2,4,1,1,4,2,3,3,2,3,3,1,3,1,3,1,3,2,3,5,5,1,3,5,1,3,2,1,2,2.769230769,1.375,3.5,3,3.8,2.8,4.17
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,3,2,B,2.99-2.50,2,PROTESTANT,4,3,5,5,3,3,2,2,1,3,1,4,4,2,1,3,5,3,3,5,3,1,3,3,3,1,3,2,3,1,3,3,5,3,3,2,4,1,3,1,1,1,2,3.25,2,3,3.8,1.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,2,2,B,3.49-3.0,1,OTHER,2,5,5,4,5,3,4,3,3,4,1,3,4,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,3,2,3,2,3,3,2,2,1,2,1,1.692307692,1.5,2,1.5,4.4,3,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,B,3.49-3.0,1,CATHOLIC,5,5,5,5,5,4,3,4,3,4,3,5,5,5,1,2,3,4,3,5,3,3,1,3,1,1,2,2,1,3,3,5,5,3,3,3,3,3,2,2,2,1,2.769230769,2.25,3,1.5,4.8,3.4,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,B,2.99-2.50,2,CATHOLIC,2,5,5,5,5,4,3,4,3,3,2,5,5,3,2,1,3,3,2,2,1,2,2,2,2,5,2,2,1,1,2,5,2,4,1,3,3,1,4,1,4,1,2.461538462,1.625,3.5,3,4.8,3,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,1,C,3.49-3.0,1,CATHOLIC,3,4,4,4,4,4,1,2,2,3,3,3,4,2,2,2,3,2,3,2,3,2,2,3,1,2,1,2,2,3,3,3,4,4,3,3,3,3,3,3,3,6,2.692307692,2.25,2.5,2.5,4,2.2,0
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,7,0,PH.D.,2,1,210,1,2,C,4.0-3.5 ,1,CATHOLIC,4,5,5,5,4,4,3,1,4,3,2,5,5,1,2,1,2,3,3,1,1,1,1,2,1,3,1,1,1,1,3,2,2,4,2,3,3,1,2,1,2,3,2.076923077,1.5,2,1.5,4.6,2.6,3.52
